PMID	Gene Name	Gene Type	Cell Name	Cell Type	Tissue Type	Experiment Type	Experimental Method	Title	Description of Gene	Interacting Gene	CellOntologyID
30901906	WNT5A	TF	Fibroblast cell	Normal cell	Heart	low-throughput	Western blot;Immunofluorescent staining;qPCR	WNT3a and WNT5a Transported by Exosomes Activate WNT Signaling Pathways in Human Cardiac Fibroblasts	exosomes containing WNT proteins can functionally contribute to cardiac fibrosis by activating profibrotic WNT pathways on cardiac fibroblasts and may represent a novel mechanism of spreading profibrotic signals in the heart.	JUN;MAPK8	CL_0000057
30901906	JUN	TF	Fibroblast cell	Normal cell	Heart	low-throughput	Western blot;Immunofluorescent staining;qPCR	WNT3a and WNT5a Transported by Exosomes Activate WNT Signaling Pathways in Human Cardiac Fibroblasts	In contrast,exosomes produced by WNT5a-producing L cells failed to activateβ-catenin-dependent response,but successfully triggered phosphorylation of ERK1/2 and JNK and stimulated IL-6 production.	WNT3A	CL_0000057
30901906	MAPK8	T Marker	Fibroblast cell	Normal cell	Heart	low-throughput	Western blot;Immunofluorescent staining;qPCR	WNT3a and WNT5a Transported by Exosomes Activate WNT Signaling Pathways in Human Cardiac Fibroblasts	In contrast,exosomes produced by WNT5a-producing L cells failed to activateβ-catenin-dependent response,but successfully triggered phosphorylation of ERK1/2 and JNK and stimulated IL-7 production.	WNT3A	CL_0000057
30902252	SOX9	TF Pmarker	Bone cell	Normal cell	Bone	low-throughput + high-throughput	DNA-seq;Gene knock down;ChIP-seq	Roles and regulation of SOX transcription factors in skeletogenesis	Heterozygous mutations in genes cause human diseases, in which skeletal dysmorphism is a major feature, such as campomelic dysplasia (SOX9), or a minor feature, such as LAMSHF syndrome (SOX5) and Coffin-Siris-like syndromes (SOX4 and SOX11).	SOX5	CL_0000137
30902252	SOX5	TF Pmarker	Progenitor cell	Normal cell	Bone	low-throughput + high-throughput	DNA-seq;Gene knock down;ChIP-seq	Roles and regulation of SOX transcription factors in skeletogenesis	Heterozygous mutations in genes cause human diseases, in which skeletal dysmorphism is a major feature, such as campomelic dysplasia (SOX9), or a minor feature, such as LAMSHF syndrome (SOX5) and Coffin-Siris-like syndromes (SOX4 and SOX11).	SOX9	
30902252	SOX4	TF Pmarker	Progenitor cell	Normal cell	Bone	low-throughput + high-throughput	DNA-seq;Gene knock down;ChIP-seq	Roles and regulation of SOX transcription factors in skeletogenesis	Heterozygous mutations in genes cause human diseases, in which skeletal dysmorphism is a major feature, such as campomelic dysplasia (SOX9), or a minor feature, such as LAMSHF syndrome (SOX5) and Coffin-Siris-like syndromes (SOX4 and SOX11).	SOX9	
30902252	SOX11	TF Pmarker	Progenitor cell	Normal cell	Bone	low-throughput + high-throughput	DNA-seq;Gene knock down;ChIP-seq	Roles and regulation of SOX transcription factors in skeletogenesis	Heterozygous mutations in genes cause human diseases, in which skeletal dysmorphism is a major feature, such as campomelic dysplasia (SOX9), or a minor feature, such as LAMSHF syndrome (SOX5) and Coffin-Siris-like syndromes (SOX4 and SOX11).	SOX9	
30902980	SREBF1	TF Pmarker	Adipocyte cell	Normal cell	Adipose	low-throughput + high-throughput	Flow-throughput cytometry;qRT-PCR;Western blot;Microscopic observation;RT-qPCR;RNA-seq	Sterol regulatory element binding protein 1 couples mechanical cues and lipid metabolism	Unpredicted and evolutionary conserved role of SREBP1 in rewiring cell metabolism in response to mechanical cues.		
30907193	FOXP3	TF	T cell	Normal cell	Immune	low-throughput	RT-PCR	Effects of sitagliptin and vitamin D3 on T helper cell transcription factors and cytokine production in clinical subgroups of type 2 diabetes mellitus: highlights upregulation of FOXP3 and IL-37	VitD3 may accelerate the process of T2DM treatment by exerting synergic anti-inflammatory effects on immune system through upregulation of FOXP3 and IL-37, and downregulation of RORct and BCL6 as well as IFN-C, IL-17 and IL-21 production.	IL17A;IL21	CL_0000084
30907193	IL37	T Marker	T cell	Normal cell	Immune	low-throughput	RT-PCR	Effects of sitagliptin and vitamin D3 on T helper cell transcription factors and cytokine production in clinical subgroups of type 2 diabetes mellitus: highlights upregulation of FOXP3 and IL-37	VitD3 may accelerate the process of T2DM treatment by exerting synergic anti-inflammatory effects on immune system through upregulation of FOXP3 and IL-37, and downregulation of RORct and BCL6 as well as IFN-C, IL-17 and IL-21 production.	IL17A;IL21	CL_0000084
30907193	BCL6	TF	T cell	Normal cell	Immune	low-throughput	RT-PCR	Effects of sitagliptin and vitamin D3 on T helper cell transcription factors and cytokine production in clinical subgroups of type 2 diabetes mellitus: highlights upregulation of FOXP3 and IL-37	VitD3 may accelerate the process of T2DM treatment by exerting synergic anti-inflammatory effects on immune system through upregulation of FOXP3 and IL-37, and downregulation of RORct and BCL6 as well as IFN-C, IL-17 and IL-21 production.	IL17A;IL21	CL_0000084
30907193	IL17A	I Marker	T cell	Normal cell	Immune	low-throughput	RT-PCR	Effects of sitagliptin and vitamin D3 on T helper cell transcription factors and cytokine production in clinical subgroups of type 2 diabetes mellitus: highlights upregulation of FOXP3 and IL-37	VitD3 may accelerate the process of T2DM treatment by exerting synergic anti-inflammatory effects on immune system through upregulation of FOXP3 and IL-37, and downregulation of RORct and BCL6 as well as IFN-c, IL-17 and IL-21 production.	FOXP3	CL_0000084
30907193	IL21	I Marker	T cell	Normal cell	Immune	low-throughput	RT-PCR	Effects of sitagliptin and vitamin D3 on T helper cell transcription factors and cytokine production in clinical subgroups of type 2 diabetes mellitus: highlights upregulation of FOXP3 and IL-37	VitD3 may accelerate the process of T2DM treatment by exerting synergic anti-inflammatory effects on immune system through upregulation of FOXP3 and IL-37, and downregulation of RORct and BCL6 as well as IFN-c, IL-17 and IL-21 production.	FOXP3	CL_0000084
30907193	FOXP3	TFMarker	T cell	Normal cell	Immune	low-throughput	RT-PCR	Effects of sitagliptin and vitamin D3 on T helper cell transcription factors and cytokine production in clinical subgroups of type 2 diabetes mellitus: highlights upregulation of FOXP3 and IL-37	VitD3 may accelerate the process of T2DM treatment by exerting synergic anti-inflammatory effects on immune system through upregulation of FOXP3 and IL-37, and downregulation of RORct and BCL6 as well as IFN-c, IL-17 and IL-21 production.	IL17A;IL21	CL_0000084
30910359	RUNX2	TF	Osteoblast cell	Normal cell	Bone	low-throughput	Western blot;qPCR;Immunofluorescent staining	MST2 kinase regulates osteoblast differentiation by phosphorylating and inhibiting Runx2 in C2C12 cells	RUNX2 is a key transcription factor in osteoblastdifferentiation.	SAV1;STK3	CL_0000062
30910359	RUNX2	TF	Osteoblast cell	Normal cell	Bone	low-throughput	Western blot;qPCR;Immunofluorescent staining	MST2 kinase regulates osteoblast differentiation by phosphorylating and inhibiting Runx2 in C2C12 cells	RUNX2 is a key transcription factor in osteoblast differentiation.	SAV1;STK3	CL_0000062
30910359	STK3	T Marker	Osteoblast cell	Normal cell	Bone	low-throughput	Western blot;qPCR;Immunofluorescent staining	MST2 kinase regulates osteoblast differentiation by phosphorylating and inhibiting Runx2 in C2C12 cells	MST2 is a Marker in Osteoblast	RUNX2	CL_0000062
30910359	SAV1	T Marker	Osteoblast cell	Normal cell	Bone	low-throughput	Western blot;qPCR;Immunofluorescent staining	MST2 kinase regulates osteoblast differentiation by phosphorylating and inhibiting Runx2 in C2C12 cells	SAV1 is a Marker in Osteoblast	RUNX2	CL_0000062
30916871	PAX3	TF Pmarker	Keratinocytes cell	Normal cell	Hair follicle	low-throughput	Microscopic observation;Immunofluorescent staining	Sulfated hyaluronan-containing artificial extracellular matrices promote proliferation of keratinocytes and melanotic phenotype of melanocytes from the outer root sheath of hair follicles	PAX3 is a transcription factor that affects Human keratinocytes	MITF	CL_0000312
30916871	MITF	TF Pmarker	Keratinocytes cell	Normal cell	Hair follicle	low-throughput	Microscopic observation;Immunofluorescent staining	Sulfated hyaluronan-containing artificial extracellular matrices promote proliferation of keratinocytes and melanotic phenotype of melanocytes from the outer root sheath of hair follicles	PAX3 is a transcription factor that affects Human keratinocytes	PAX3	CL_0000312
30917001	CREB1	TF	Fibroblast cell	Normal cell	Uterus	low-throughput + high-throughput	Immunohistochemical staining;RNA-seq;RT-PCR;Western blot;Microscopic observation	Activation of prostaglandin EP4 receptor attenuates the induction of cyclooxygenase-2 expression by EP2 receptor activation in human amnion fibroblasts: implications for parturition	This feed-forward induction of COX-2 expression by PGE2 is mediated via its receptors coupled with the cAMP and PKA pathway and subsequent phosphorylation of the transcription factors cAMP-response element bindingprotein (CREB) and signal transducer and activator of transcription 3 (STAT3)	CAMP	CL_0000057
30917001	STAT3	TF	Fibroblast cell	Normal cell	Uterus	low-throughput + high-throughput	Immunohistochemical staining;RNA-seq;RT-PCR;Western blot;Microscopic observation	Activation of prostaglandin EP4 receptor attenuates the induction of cyclooxygenase-2 expression by EP2 receptor activation in human amnion fibroblasts: implications for parturition	This feed-forward induction of COX-2 expression by PGE2 is mediated via its receptors coupled with the cAMP and PKA pathway and subsequent phosphorylation of the transcription factors cAMP-response element bindingprotein (CREB) and signal transducer and activator of transcription 3 (STAT3)	CAMP	CL_0000057
30917001	COX2	TF	Fibroblast cell	Normal cell	Uterus	low-throughput + high-throughput	Immunohistochemical staining;RNA-seq;RT-PCR;Western blot;Microscopic observation	Activation of prostaglandin EP4 receptor attenuates the induction of cyclooxygenase-2 expression by EP2 receptor activation in human amnion fibroblasts: implications for parturition	This feed-forward induction of COX-2 expression by PGE2 is mediated via its receptors coupled with the cAMP and PKA pathway and subsequent phosphorylation of the transcription factors cAMP-response element bindingprotein (CREB) and signal transducer and activator of transcription 3 (STAT3)	CAMP	CL_0000057
30917001	CAMP	T Marker	Fibroblast cell	Normal cell	Uterus	low-throughput + high-throughput	Immunohistochemical staining;RNA-seq;RT-PCR;Western blot;Microscopic observation	Activation of prostaglandin EP4 receptor attenuates the induction of cyclooxygenase-2 expression by EP2 receptor activation in human amnion fibroblasts: implications for parturition	This feed-forward induction of COX-2 expression by PGE2 is mediated via its receptors coupled with the cAMP and PKA pathway and subsequent phosphorylation of the transcription factors cAMP-response element bindingprotein (CREB) and signal transducer and activator of transcription 3 (STAT3)	COX2;STAT3;CREB1	CL_0000057
30919561	JUN	TF	T cell	Normal cell	Lymph	low-throughput	RT-PCR;qRT-PCR;Western blot	Epimagnolin A inhibits IL-6 production by inhibiting p38/NF-κB and AP-1 signaling pathways in PMA-stimulated THP-1 cells	Epimagnolin A attenuated the binding affinity of NF-κB and AP-1 transcription factors to IL-6 promoter and IL-6 production through p38/NF-kB and AP-1 signaling pathways in the PMA-stimulated THP-2 cells	IL6	CL_0000084
30919561	IL6	T Marker	T cell	Normal cell	Lymph	low-throughput	RT-PCR;qRT-PCR;Western blot	Epimagnolin A inhibits IL-6 production by inhibiting p38/NF-κB and AP-1 signaling pathways in PMA-stimulated THP-1 cells	Epimagnolin A attenuated the binding affinity of NF-κB and AP-1 transcription factors to IL-6 promoter and IL-6 production through p38/NF-kB and AP-1 signaling pathways in the PMA-stimulated THP-2 cells		CL_0000084
30923168	FOXA2	TF Pmarker	Airway cell	Normal cell	Lung	low-throughput + high-throughput	Immunofluorescent staining;Microscopic observation;Flow-throughput cytometry;qPCR;qRT-PCR;RNA-seq;ChIP-seq	The long noncoding RNA Falcor regulates Foxa2 expression to maintain lung epithelial homeostasis and promote regeneration	Disruption of the Falcor FOXA2 regulatory feedback loop leads to altered cell adhesion and migration, in turn resulting in chronic peribronchial airway inflammation and goblet cell metaplasia.		
30927158	CXCL8	TFMarker	Adipocyte cell	Normal cell	Adipose	low-throughput	Microscopic observation	Effects of rilpivirine, 17β-estradiol and β-naphthoflavone on the inflammatory status of release of adipocytokines in 3T3-L1 adipocytes in vitro	The transcription factor IL-8 is a marker expressed in adipocytes		
30929126	NR2F2	TFMarker	Glial cell	Normal cell	Nerve	high-throughput	Sequencing technique;Survival analysis	Prognostic Role of Chicken Ovalbumin Upstream Promoter Transcription Factor II in Isocitrate Dehydrogenase-Mutant Glioma with 1p19q Co-Deletion	NR2F2 can be used as a prognostic marker in LGG patients with IDH mutation and 1p19 codeletion.		CL_0000125
30933029	GATA2	TF Pmarker	Bone marrow cell	Normal cell	Bone	low-throughput	Microscopic observation	Trilineage Dysplasia in an Adolescent With Germline GATA2 Mutation	The GATA2 protein has been shown to be vital for proliferation and maintenance of hematopoietic stem cells; mutations result in variable phenotypes including myelodysplastic syndrome.	GATA6	
30933029	GATA6	TF Pmarker	Bone marrow cell	Normal cell	Bone	low-throughput	Microscopic observation	Trilineage Dysplasia in an Adolescent With Germline GATA2 Mutation	The GATA family of DNA binding proteins consists of six different transcription factors (GATA1-6), each with diverse biologic function.	GATA2	
30933372	HNF4A	TF Pmarker	Progenitor cell	Normal cell	Liver	low-throughput + high-throughput	ChIP-seq;RNA-seq;DNA-seq;ChIP-qPCR;qRT-PCR;qPCR;Gene knock down	Hepatocyte Nuclear Factor 4-Alpha Is Essential for the Active Epigenetic State at Enhancers in Mouse Liver	HNF4A is required for the active epigenetic state at enhancers that amplifies transcription of genes in hepatocytes.	TET3	
30933372	TET3	T Marker	Progenitor cell	Normal cell	Liver	low-throughput + high-throughput	ChIP-seq;RNA-seq;DNA-seq;ChIP-qPCR;qRT-PCR;qPCR;Gene knock down	Hepatocyte Nuclear Factor 4-Alpha Is Essential for the Active Epigenetic State at Enhancers in Mouse Liver	Furthermore, HNF4A regulates TET3 expression in liver by directly binding to an enhancer region.	HNF4A	
30940163	STAT1	TFMarker	Blood cell	Normal cell	Blood	low-throughput + high-throughput	RT-qPCR;Western blot;Bioinformatic prediction;ChIP-seq;ChIP-qPCR;Gene knock down	Differential roles of STAT1 and STAT2 in the sensitivity of JAK2V617F- vs. BCR-ABL_x005f_x0002_positive cells to interferon alpha	JAK2V617F but not BCR-ABL sensitizes MPN cells to interferon, and this effect was dependent on STAT1.	CD34	
30940163	STAT2	TFMarker	Blood cell	Normal cell	Blood	low-throughput + high-throughput	RT-qPCR;Western blot;Bioinformatic prediction;ChIP-seq;ChIP-qPCR;Gene knock down	Differential roles of STAT1 and STAT2 in the sensitivity of JAK2V617F- vs. BCR-ABL_x005f_x0002_positive cells to interferon alpha	STAT2 is a survival factor in BCR-ABL- and JAK2V617F-positive cells but an IFNa-sensitizing factor solely in 32DJAK2V617F cells by upregulation of STAT1 expression.	CD34	
30942443	SCAF11	TFMarker	Pancreas cell	Normal cell	Pancreas	low-throughput + high-throughput	RT‑qPCR;RNA-seq	Comparative analysis of gene expression profiles in children with type 1 diabetes mellitus	Transcription factors SCAF11 and ARHGAP25, ESR1, IL23A, and CISH are markers expressed in pancreatic cells that influence the progression of type 1 diabetes in children (T1D)	IL23A;CISH;ESR1;ARHGAP25	
30942443	ARHGAP25	T Marker	Pancreas cell	Normal cell	Pancreas	low-throughput + high-throughput	RT‑qPCR;RNA-seq	Comparative analysis of gene expression profiles in children with type 1 diabetes mellitus	Transcription factors SCAF11 and ARHGAP25, ESR1, IL23A, and CISH are markers expressed in pancreatic cells that influence the progression of type 1 diabetes in children (T1D)	ESR1;IL23A;CISH;SCAF11	
30942443	ESR1	T Marker	Pancreas cell	Normal cell	Pancreas	low-throughput + high-throughput	RT‑qPCR;RNA-seq	Comparative analysis of gene expression profiles in children with type 1 diabetes mellitus	Transcription factors SCAF11 and ARHGAP25, ESR1, IL23A, and CISH are markers expressed in pancreatic cells that influence the progression of type 1 diabetes in children (T1D)	IL23A;CISH;SCAF11;ARHGAP25	
30942443	IL23A	T Marker	Pancreas cell	Normal cell	Pancreas	low-throughput + high-throughput	RT‑qPCR;RNA-seq	Comparative analysis of gene expression profiles in children with type 1 diabetes mellitus	Transcription factors SCAF11 and ARHGAP25, ESR1, IL23A, and CISH are markers expressed in pancreatic cells that influence the progression of type 1 diabetes in children (T1D)	ESR1;CISH;SCAF11;ARHGAP25	
30942443	CISH	T Marker	Pancreas cell	Normal cell	Pancreas	low-throughput + high-throughput	RT‑qPCR;RNA-seq	Comparative analysis of gene expression profiles in children with type 1 diabetes mellitus	Transcription factors SCAF11 and ARHGAP25, ESR1, IL23A, and CISH are markers expressed in pancreatic cells that influence the progression of type 1 diabetes in children (T1D)	ESR1;IL23A;SCAF11;ARHGAP25	
30942926	TNFAIP6	TF	Stem cell	Normal cell	Lymph	low-throughput + high-throughput	RNA-seq;qRT-PCR;Microscopic observation;Microscopic observation;Immunofluorescent staining	TNF-Stimulated Gene-6 Is a Key Regulator in Switching Stemness and Biological Properties of Mesenchymal Stem Cells	TNFstimulated gene-6 (TSG-6), a potent tissue-protective and anti-inflammatory factor, has been demonstrated to be responsible for a significant part of the tissue-protecting properties mediated by MSCs.	IL6	CL_0000034
30944148	TLR3	I Marker	Stem cell	Normal cell	Immune	low-throughput + high-throughput	Western blot;RNA-seq;qRT-PCR;Flow-throughput cytometry;Gene knock down;Immunofluorescent staining	Forkhead box O1 (FOXO1) controls the migratory response of Toll-like receptor (TLR3) stimulated human mesenchymal stromal cells	TLR3 stimulation induces hMSC migration through the expression of FOXO1-activated genes.	RELA;NFKB1;FOXO3;FOXO1	CL_0000034
30944148	FOXO1	TF	Stem cell	Normal cell	Immune	low-throughput + high-throughput	Western blot;RNA-seq;qRT-PCR;Flow-throughput cytometry;Gene knock down;Immunofluorescent staining	Forkhead box O1 (FOXO1) controls the migratory response of Toll-like receptor (TLR3) stimulated human mesenchymal stromal cells	The promoter region stimulated by TLR3 also increased the expression of FOXO1, FOXO3, NF-κB1 and RELA, which are related to cell migration	TLR3	CL_0000034
30944148	FOXO3	TF	Stem cell	Normal cell	Immune	low-throughput + high-throughput	Western blot;RNA-seq;qRT-PCR;Flow-throughput cytometry;Gene knock down;Immunofluorescent staining	Forkhead box O1 (FOXO1) controls the migratory response of Toll-like receptor (TLR3) stimulated human mesenchymal stromal cells	The promoter region stimulated by TLR3 also increased the expression of FOXO1, FOXO3, NF-κB1 and RELA, which are related to cell migration	TLR3	CL_0000034
30944148	NFKB1	TF	Stem cell	Normal cell	Immune	low-throughput + high-throughput	Western blot;RNA-seq;qRT-PCR;Flow-throughput cytometry;Gene knock down;Immunofluorescent staining	Forkhead box O1 (FOXO1) controls the migratory response of Toll-like receptor (TLR3) stimulated human mesenchymal stromal cells	The promoter region stimulated by TLR3 also increased the expression of FOXO1, FOXO3, NF-κB1 and RELA, which are related to cell migration	TLR3	CL_0000034
30944148	RELA	TF	Stem cell	Normal cell	Immune	low-throughput + high-throughput	Western blot;RNA-seq;qRT-PCR;Flow-throughput cytometry;Gene knock down;Immunofluorescent staining	Forkhead box O1 (FOXO1) controls the migratory response of Toll-like receptor (TLR3) stimulated human mesenchymal stromal cells	The promoter region stimulated by TLR3 also increased the expression of FOXO1, FOXO3, NF-κB1 and RELA, which are related to cell migration	TLR3	CL_0000034
30944169	GATA4	TF	Cartilage cell	Normal cell	Bone	low-throughput + high-throughput	Microscopic observation;Immunofluorescent staining;RNA-seq;qRT-PCR;Immunohistochemistry;Microscopic observation	Stress-activated miR-204 governs senescent phenotypes of chondrocytes to promote osteoarthritis development	Transcription factor GATA4 regulates the expression of MIR-204 in Cartilage cell	ASPRV1	CL_0000138
30944169	MIR204	TFMarker	Cartilage cell	Normal cell	Bone	low-throughput + high-throughput	Microscopic observation;Immunofluorescent staining;RNA-seq;qRT-PCR;Immunohistochemistry;Microscopic observation	Stress-activated miR-204 governs senescent phenotypes of chondrocytes to promote osteoarthritis development	MIR-204 regulates the aging phenotype of Cartilage cell and promotes the development of osteoarthritis	ASPRV1	CL_0000138
30944169	ASPRV1	T Marker	Cartilage cell	Normal cell	Bone	low-throughput + high-throughput	Microscopic observation;Immunofluorescent staining;RNA-seq;qRT-PCR;Immunohistochemistry;Microscopic observation	Stress-activated miR-204 governs senescent phenotypes of chondrocytes to promote osteoarthritis development	SASP is a Marker in Cartilage cells	MIR204;GATA4	CL_0000138
30944420	PTBP2	TFMarker	Adipocyte cell	Normal cell	Adipose	low-throughput	Western blot;Genotype imputation;Electrophoretic mobility shift assay	Identification of a 1p21 independent functional variant for abdominal obesity	Expression of the gene PTBP2 regulates the formation of fat cells in the body	NCAM1;TTF1;ASCL1	
30949172	GATA3	TF	Stem cell	Normal cell	Blood	low-throughput + high-throughput	Western Blot;Flow Cytometry;qPCR;mRNA-seq Analysis	Transient Expression of GATA3 in Hematopoietic Stem Cells Facilitates Helper Innate Lymphoid Cell Differentiation	The transcription factors GATA3, TOX, NFIL3, and ID2 regulate the differentiation of hematopoietic stem cells (HSCs) into innate lymphoid cells (ILCs).  	CD34	CL_0000034
30949172	TOX	TF	Stem cell	Normal cell	Blood	low-throughput + high-throughput	Western Blot;Flow Cytometry;qPCR;mRNA-seq Analysis	Transient Expression of GATA3 in Hematopoietic Stem Cells Facilitates Helper Innate Lymphoid Cell Differentiation	The transcription factors GATA3, TOX, NFIL3, and ID2 regulate the differentiation of hematopoietic stem cells (HSCs) into innate lymphoid cells (ILCs).  	CD34	CL_0000034
30949172	NFIL3	TF	Stem cell	Normal cell	Blood	low-throughput + high-throughput	Western Blot;Flow Cytometry;qPCR;mRNA-seq Analysis	Transient Expression of GATA3 in Hematopoietic Stem Cells Facilitates Helper Innate Lymphoid Cell Differentiation	The transcription factors GATA3, TOX, NFIL3, and ID2 regulate the differentiation of hematopoietic stem cells (HSCs) into innate lymphoid cells (ILCs).  	CD34	CL_0000034
30949172	ID2	TF	Stem cell	Normal cell	Blood	low-throughput + high-throughput	Western Blot;Flow Cytometry;qPCR;mRNA-seq Analysis	Transient Expression of GATA3 in Hematopoietic Stem Cells Facilitates Helper Innate Lymphoid Cell Differentiation	The transcription factors GATA3, TOX, NFIL3, and ID2 regulate the differentiation of hematopoietic stem cells (HSCs) into innate lymphoid cells (ILCs).  	CD34	CL_0000034
30949172	CD34	T Marker	Stem cell	Normal cell	Blood	low-throughput + high-throughput	Western Blot;Flow Cytometry;qPCR;mRNA-seq Analysis	Transient Expression of GATA3 in Hematopoietic Stem Cells Facilitates Helper Innate Lymphoid Cell Differentiation	CD34 is a marker expressed in hematopoietic stem cells	NFIL3;ID2;GATA3;TOX	CL_0000034
30951376	FOXA2	TFMarker	Endometrial cell	Normal cell	Uterus	low-throughput	Immunohistochemistry;RNA-seq;ChIP-seq;Immunofluorescent	Integrative analysis of the forkhead box A2 (FOXA2) cistrome for the human endometrium	FOXA2 is a key regulatory transcription factor in neonatal uterine gland development and adult uterine gland function		
30952425	TRPM7	TFMarker	Mesenchymal cell	Normal cell	Bone marrow	low-throughput	qRT-PCR;Western blot;Immunofluorescent staining	The simultaneous downregulation of TRPM7 and MagT1 in human mesenchymal stem cells in vitro: Effects on growth and osteogenic differentiation	TRPM7 and MAGT1 can accelerate the osteogenic differentiation of human BMSCs	MAGT1	CL_0008019
30952425	MAGT1	T Marker	Mesenchymal cell	Normal cell	Bone marrow	low-throughput	qRT-PCR;Western blot;Immunofluorescent staining	The simultaneous downregulation of TRPM7 and MagT1 in human mesenchymal stem cells in vitro: Effects on growth and osteogenic differentiation	TRPM7 and MAGT1 can accelerate the osteogenic differentiation of human BMSCs	TRPM7	CL_0008019
30952425	RUNX2	TF	Osteoblasts cell	Normal cell	Bone marrow	low-throughput	qRT-PCR;Western blot;Immunofluorescent staining	The simultaneous downregulation of TRPM7 and MagT1 in human mesenchymal stem cells in vitro: Effects on growth and osteogenic differentiation	Expression of RUNX2 and OSTERIX activates osteoblasts	MAGT1;TRPM7	CL_0000062
30952432	PIAS3	T Marker	T cell	Normal cell	Lymph	low-throughput	Western blot;Immunofluorescent staining	Sumoylation of a small isoform of NFATc1 is promoted by PIAS proteins and inhibits transactivation activity	PIAS3 is a protein that is highly expressed in T cells		CL_0000084
30952900	HOXA9	TFMarker	Embryonic kidney cell	Normal cell	Kidney	low-throughput	Immunofluorescent staining	The human HOXA9 protein uses paralog-specifc residues of the homeodomain to interact with TALE-class cofactors	HOXA9 is a transcription factor that regulates Human embryonic kidney cell and is also a marker of kidney cells	MEIS1;PBX1	
30952900	PBX1	TF	Embryonic kidney cell	Normal cell	Kidney	low-throughput	Immunofluorescent staining	The human HOXA9 protein uses paralog-specifc residues of the homeodomain to interact with TALE-class cofactors	HOXA9 is regulated by TALE cofactors PBX1 and MEIS1	HOXA9	
30952900	MEIS1	TF	Embryonic kidney cell	Normal cell	Kidney	low-throughput	Immunofluorescent staining	The human HOXA9 protein uses paralog-specifc residues of the homeodomain to interact with TALE-class cofactors	HOXA9 is regulated by TALE cofactors PBX1 and MEIS1	HOXA9	
30955890	HCFC1	TFMarker	Islet cell	Normal cell	Pancreas	low-throughput	qRT-PCR;Western blot	Insulin Receptor Associates with Promoters Genome-wide and Regulates Gene Expression	The transcription factor HCF1 regulates the expression of insulin receptor (IR) signal on the surface of normal islet cells to promote islet cell synthesis of isoinsulin  		
30957188	ATF4	TFMarker	Endothelial cell	Normal cell	Blood vessel	low-throughput	Flow cytometry;Western blot	Low intensity pulsed ultrasound promotes apoptosis and inhibits angiogenesis via p38 signaling mediated endoplasmic reticulum stress in human endothelial cells	Activated transcription factor-4 (ATF4) and phosphorylated eukaryotic promoter 2α (EIF2A) are involved in promoting apoptosis of human endothelial cells and inhibiting angiogenesis	EIF2A	CL_0000115
30957188	EIF2A	T Marker	Endothelial cell	Normal cell	Blood vessel	low-throughput	Flow cytometry;Western blot	Low intensity pulsed ultrasound promotes apoptosis and inhibits angiogenesis via p38 signaling mediated endoplasmic reticulum stress in human endothelial cells	Activated transcription factor-4 (ATF4) and phosphorylated eukaryotic promoter 2α (EIF2A) are involved in promoting apoptosis of human endothelial cells and inhibiting angiogenesis	ATF4	CL_0000115
30958604	PTEN	T Marker	Muscle cell	Normal cell	Bone	low-throughput	 RT-qPCR;Western blot;Luciferase reporter assay	MiR-19b-3p regulates osteogenic differentiation of PDGFRα+ muscle cells by specifically targeting PTEN	PTEN is a direct target of MIR-19B-3P in osteoblastic differentiation of PDGFRα+ muscle cells		CL_0000187
30959047	TP53	TF	Ovary cell	Normal cell	Ovarian	low-throughput	Immunohistochemistry;Immunocytochemical analysis;Immunofluorescent staining	Comparison of the effects of synthetic and plant-derived mTOR regulators on healthy human ovarian cells	The action of mTOR regulators on ovarian cell apoptosis can be mediated by p53	MTOR	
30959047	MTOR	TFMarker	Ovary cell	Normal cell	Ovarian	low-throughput	Immunohistochemistry;Immunocytochemical analysis;Immunofluorescent staining	Comparison of the effects of synthetic and plant-derived mTOR regulators on healthy human ovarian cells	mTOR regulators can affect ovarian functions 	SIRT1;PCNA	
30959047	PCNA	T Marker	Ovary cell	Normal cell	Ovarian	low-throughput	Immunohistochemistry;Immunocytochemical analysis;Immunofluorescent staining	Comparison of the effects of synthetic and plant-derived mTOR regulators on healthy human ovarian cells	PCNA is a target gene of human ovarian granulosa cells	MTOR	
30959047	SIRT1	T Marker	Ovary cell	Normal cell	Ovarian	low-throughput	Immunohistochemistry;Immunocytochemical analysis;Immunofluorescent staining	Comparison of the effects of synthetic and plant-derived mTOR regulators on healthy human ovarian cells	SIRT-1 is a target gene of human ovarian granulosa cells	MTOR	
30959909	TGFB1	TF	Cartilage cell	Normal cell	Bone	low-throughput	QRT-PCR;Western blot;Immunofluorescent staining	Bioreactor-Controlled Physoxia Regulates TGF-β Signaling to Alter Extracellular Matrix Synthesis by Human Chondrocytes	TGF-β is a transcription factor that regulates human chondrocytes	TGFBR1	CL_0000138
30959909	TGFBR1	TFMarker	Cartilage cell	Normal cell	Bone	low-throughput	QRT-PCR;Western blot;Immunofluorescent staining	Bioreactor-Controlled Physoxia Regulates TGF-β Signaling to Alter Extracellular Matrix Synthesis by Human Chondrocytes	ALK5 is an important target genes regulating human chondrocytes	TGFB1	CL_0000138
